Symbol,Date,Entry Price,Exit Price,Side,Microstructure,Context,Risk,Sentiment,Fundamental,OHLCV
BTC/USDT,2025-04-07 12:00:00,78479.90000,81301.94368,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 78479.9| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1915.2980840209148| "volatility_pct": 2.4404950618195422},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 78305.17| "avgVolume": 18270.0| "maxHigh": 81243.58| "minLow": 75789.01| "priceRange": 5454.57| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-04-09 04:00:00,77694.12000,81301.94368,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 77694.12| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1945.6933316343761| "volatility_pct": 2.5042993364676454},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 76962.06| "avgVolume": 8520.0| "maxHigh": 77979.3| "minLow": 75000.0| "priceRange": 2979.3| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-04-09 16:00:00,82332.08000,94259.51305,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 82332.08| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 2259.8339685133833| "volatility_pct": 2.7447793964556504},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 89489.64| "avgVolume": 3570.0| "maxHigh": 97895.68| "minLow": 77136.0| "priceRange": 20759.68| "volatility": 0.76| "numCandles": 152}
BTC/USDT,2025-04-20 12:00:00,84344.66000,86453.27650,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 84344.66| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 675.0677817856404| "volatility_pct": 0.800368134492024},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 85345.27| "avgVolume": 3422.0| "maxHigh": 87640.0| "minLow": 84099.3| "priceRange": 3540.7| "volatility": 1.1| "numCandles": 4}
BTC/USDT,2025-04-30 16:00:00,94152.01000,96505.81025,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 94152.01| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1051.4602310871255| "volatility_pct": 1.1167687562773494},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 95194.46| "avgVolume": 3421.0| "maxHigh": 97424.02| "minLow": 93528.71| "priceRange": 3895.31| "volatility": 0.46| "numCandles": 6}
BTC/USDT,2025-05-04 12:00:00,95467.60000,97854.29000,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 95467.6| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 769.6476204767504| "volatility_pct": 0.8061872514620146},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 95448.74| "avgVolume": 2819.0| "maxHigh": 99222.22| "minLow": 93377.0| "priceRange": 5845.22| "volatility": 0.86| "numCandles": 22}
BTC/USDT,2025-05-04 16:00:00,95584.07000,97973.67175,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 95584.07| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 743.3620761569822| "volatility_pct": 0.7777049838503237},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 95447.85| "avgVolume": 2859.0| "maxHigh": 99222.22| "minLow": 93377.0| "priceRange": 5845.22| "volatility": 0.88| "numCandles": 21}
BTC/USDT,2025-05-05 16:00:00,94347.17000,96596.63099,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 94347.17| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 868.9154339966234| "volatility_pct": 0.9209766800600627},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 94540.42| "avgVolume": 2025.0| "maxHigh": 95199.0| "minLow": 93759.63| "priceRange": 1439.37| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-05-05 20:00:00,94733.68000,96596.63099,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 94733.68| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 901.3500458540075| "volatility_pct": 0.9514568059152854},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 94593.84| "avgVolume": 1648.0| "maxHigh": 95199.0| "minLow": 93876.0| "priceRange": 1323.0| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-05-06 12:00:00,94558.95000,96580.15877,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 94558.95| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 884.7031213462182| "volatility_pct": 0.9356101366885083},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 94761.22| "avgVolume": 3130.0| "maxHigh": 95157.0| "minLow": 93377.0| "priceRange": 1780.0| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-05-06 20:00:00,96834.02000,100986.39474,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 96834.02| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1001.5225893240347| "volatility_pct": 1.0342672847043164},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 101715.5| "avgVolume": 4055.0| "maxHigh": 105819.45| "minLow": 94452.75| "priceRange": 11366.7| "volatility": 0.81| "numCandles": 36}
BTC/USDT,2025-05-12 16:00:00,100891.14000,103917.87420,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 100891.14| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1374.082018211913| "volatility_pct": 1.3619451799354363},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 102741.33| "avgVolume": 3723.0| "maxHigh": 103966.0| "minLow": 100718.37| "priceRange": 3247.63| "volatility": 0.9| "numCandles": 6}
BTC/USDT,2025-05-15 08:00:00,102371.61000,102100.31292,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 102371.61| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1169.2282737587116| "volatility_pct": 1.1421411402621406},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103687.16| "avgVolume": 3171.0| "maxHigh": 107108.62| "minLow": 101383.07| "priceRange": 5725.55| "volatility": 0.98| "numCandles": 24}
BTC/USDT,2025-05-17 16:00:00,103158.60000,105737.56500,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 103158.6| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 958.6690791236159| "volatility_pct": 0.9293157130124061},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103814.69| "avgVolume": 2480.0| "maxHigh": 105980.0| "minLow": 102761.9| "priceRange": 3218.1| "volatility": 1.04| "numCandles": 7}
BTC/USDT,2025-05-25 16:00:00,107717.01000,110409.93525,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 107717.01| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1361.4853134945492| "volatility_pct": 1.2639464403018144},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 109370.31| "avgVolume": 2626.0| "maxHigh": 110420.74| "minLow": 106640.52| "priceRange": 3780.22| "volatility": 0.54| "numCandles": 6}
BTC/USDT,2025-05-28 20:00:00,107781.78000,105087.23550,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 107781.78| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1218.7119421534967| "volatility_pct": 1.1307216694264064},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 107106.62| "avgVolume": 3258.0| "maxHigh": 108891.91| "minLow": 104600.5| "priceRange": 4291.41| "volatility": 0.88| "numCandles": 8}
BTC/USDT,2025-05-30 00:00:00,106024.33000,103373.72175,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 106024.33| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1314.0375978807401| "volatility_pct": 1.23937363988128},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104969.41| "avgVolume": 3850.0| "maxHigh": 106313.12| "minLow": 103068.55| "priceRange": 3244.57| "volatility": 0.64| "numCandles": 7}
BTC/USDT,2025-05-30 08:00:00,105880.51000,109367.05845,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105880.51| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1336.4434389890057| "volatility_pct": 1.262218550882505},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105711.76| "avgVolume": 3820.0| "maxHigh": 106000.0| "minLow": 104606.01| "priceRange": 1393.99| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-05-31 12:00:00,104556.08000,107089.71558,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104556.08| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1225.7169607016376| "volatility_pct": 1.1723057718897243},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104627.05| "avgVolume": 2050.0| "maxHigh": 104846.15| "minLow": 103480.11| "priceRange": 1366.04| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-01 12:00:00,104715.10000,106957.68390,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104715.1| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1028.4632064163477| "volatility_pct": 0.9821536783294363},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104918.52| "avgVolume": 2150.0| "maxHigh": 105299.21| "minLow": 103783.01| "priceRange": 1516.2| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-02 04:00:00,105387.67000,106957.68390,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105387.67| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1016.9779643496804| "volatility_pct": 0.9649876160557307},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104717.66| "avgVolume": 2229.0| "maxHigh": 105935.63| "minLow": 103941.0| "priceRange": 1994.63| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-02 12:00:00,104438.79000,106957.68390,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104438.79| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1081.9930917096733| "volatility_pct": 1.0360069201392255},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104432.21| "avgVolume": 2519.0| "maxHigh": 104731.95| "minLow": 103659.88| "priceRange": 1072.07| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-03 08:00:00,105287.24000,102655.05900,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105287.24| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1002.2141984741484| "volatility_pct": 0.9518857161363032},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105012.39| "avgVolume": 2544.0| "maxHigh": 106794.67| "minLow": 101596.62| "priceRange": 5198.05| "volatility": 0.82| "numCandles": 15}
BTC/USDT,2025-06-04 12:00:00,105298.27000,102665.81325,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105298.27| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1003.9157135012464| "volatility_pct": 0.9534019063193027},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104468.49| "avgVolume": 2690.0| "maxHigh": 105909.71| "minLow": 101596.62| "priceRange": 4313.09| "volatility": 0.96| "numCandles": 8}
BTC/USDT,2025-06-05 08:00:00,104827.80000,102207.10500,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104827.8| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 890.2314528972631| "volatility_pct": 0.8492322197902304},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103758.02| "avgVolume": 4106.0| "maxHigh": 105909.71| "minLow": 101596.62| "priceRange": 4313.09| "volatility": 1.57| "numCandles": 3}
BTC/USDT,2025-06-05 20:00:00,101316.62000,104356.11860,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 101316.62| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1164.1866880522193| "volatility_pct": 1.1490579611244625},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103234.54| "avgVolume": 3839.0| "maxHigh": 105333.0| "minLow": 100372.26| "priceRange": 4960.74| "volatility": 0.21| "numCandles": 5}
BTC/USDT,2025-06-12 12:00:00,107020.95000,104345.42625,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 107020.95| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1021.3002166463608| "volatility_pct": 0.9542993373226091},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105939.67| "avgVolume": 5338.0| "maxHigh": 108450.16| "minLow": 102664.31| "priceRange": 5785.85| "volatility": 0.57| "numCandles": 4}
BTC/USDT,2025-06-13 04:00:00,104895.00000,107517.37500,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104895.0| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1225.6893666086194| "volatility_pct": 1.168491697991915},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105545.42| "avgVolume": 1893.0| "maxHigh": 107784.26| "minLow": 103782.75| "priceRange": 4001.51| "volatility": 0.47| "numCandles": 21}
BTC/USDT,2025-06-13 08:00:00,105039.48000,108119.02028,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105039.48| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1210.179411850861| "volatility_pct": 1.1521186242076418},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105238.17| "avgVolume": 3524.0| "maxHigh": 105747.47| "minLow": 104118.0| "priceRange": 1629.47| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-13 12:00:00,105436.87000,108119.02028,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105436.87| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1240.1287395757997| "volatility_pct": 1.1761812917775345},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105273.44| "avgVolume": 3426.0| "maxHigh": 105981.0| "minLow": 104118.0| "priceRange": 1863.0| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-13 20:00:00,106066.59000,108119.02028,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 106066.59| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1239.094423409746| "volatility_pct": 1.1682231166380912},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 105647.7| "avgVolume": 2155.0| "maxHigh": 106252.0| "minLow": 105020.87| "priceRange": 1231.13| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-15 20:00:00,105594.01000,108233.86025,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105594.01| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 963.1306509570527| "volatility_pct": 0.9121072785824241},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 106923.1| "avgVolume": 2273.0| "maxHigh": 108888.0| "minLow": 104494.53| "priceRange": 4393.47| "volatility": 0.55| "numCandles": 6}
BTC/USDT,2025-06-17 16:00:00,104686.12000,102068.96700,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104686.12| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1270.0132213455286| "volatility_pct": 1.2131629497258363},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 104277.75| "avgVolume": 2140.0| "maxHigh": 106524.65| "minLow": 100837.9| "priceRange": 5686.75| "volatility": 0.64| "numCandles": 26}
BTC/USDT,2025-06-19 16:00:00,104250.44000,101644.17900,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104250.44| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1068.9314565343798| "volatility_pct": 1.0253495875263257},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103919.53| "avgVolume": 2150.0| "maxHigh": 106524.65| "minLow": 100837.9| "priceRange": 5686.75| "volatility": 0.74| "numCandles": 14}
BTC/USDT,2025-06-19 20:00:00,104658.59000,102042.12525,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 104658.59| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1046.029923924781| "volatility_pct": 0.999468771674433},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 103894.08| "avgVolume": 2190.0| "maxHigh": 106524.65| "minLow": 100837.9| "priceRange": 5686.75| "volatility": 0.76| "numCandles": 13}
BTC/USDT,2025-06-22 20:00:00,100963.87000,103677.71072,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 100963.87| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1412.528659337921| "volatility_pct": 1.3990436968570252},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 101059.0| "avgVolume": 3606.0| "maxHigh": 101620.0| "minLow": 98200.0| "priceRange": 3420.0| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-06-23 20:00:00,105333.93000,106452.28611,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105333.93| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1663.1744898915695| "volatility_pct": 1.5789541792388926},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 107059.14| "avgVolume": 1858.0| "maxHigh": 108789.99| "minLow": 102880.0| "priceRange": 5909.99| "volatility": 0.4| "numCandles": 46}
BTC/USDT,2025-07-01 20:00:00,105681.14000,108323.16850,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 105681.14| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 825.7419113060038| "volatility_pct": 0.7813521989883945},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 107034.71| "avgVolume": 1979.0| "maxHigh": 108759.2| "minLow": 105100.19| "priceRange": 3659.01| "volatility": 0.36| "numCandles": 5}
BTC/USDT,2025-07-02 00:00:00,106194.70000,108849.56750,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 106194.7| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 846.4667747841463| "volatility_pct": 0.7970894731885361},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 107833.71| "avgVolume": 2878.0| "maxHigh": 109730.0| "minLow": 105100.19| "priceRange": 4629.81| "volatility": 0.33| "numCandles": 5}
BTC/USDT,2025-07-04 20:00:00,107984.24000,110683.84600,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 107984.24| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 893.253284570176| "volatility_pct": 0.8272070855619078},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 108576.62| "avgVolume": 1452.0| "maxHigh": 111999.79| "minLow": 107429.57| "priceRange": 4570.22| "volatility": 0.55| "numCandles": 30}
BTC/USDT,2025-07-06 08:00:00,108076.01000,110777.91025,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 108076.01| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 612.0461480970761| "volatility_pct": 0.5663108289222336},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 108785.96| "avgVolume": 1804.0| "maxHigh": 111999.79| "minLow": 107429.57| "priceRange": 4570.22| "volatility": 0.66| "numCandles": 21}
BTC/USDT,2025-07-07 20:00:00,108262.94000,110969.51350,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 108262.94| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 704.9564802835556| "volatility_pct": 0.6511521673839225},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 108861.59| "avgVolume": 1985.0| "maxHigh": 111999.79| "minLow": 107429.57| "priceRange": 4570.22| "volatility": 0.8| "numCandles": 12}
BTC/USDT,2025-07-15 08:00:00,117113.98000,121174.47737,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 117113.98| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1392.740629099806| "volatility_pct": 1.1892180840406978},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 116752.7| "avgVolume": 6137.0| "maxHigh": 118490.71| "minLow": 115736.92| "priceRange": 2753.79| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-07-15 16:00:00,116416.07000,121174.47737,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 116416.07| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1510.7864097850377| "volatility_pct": 1.2977473039461285},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 117087.08| "avgVolume": 3821.0| "maxHigh": 117972.86| "minLow": 116019.05| "priceRange": 1953.81| "volatility": 0.0| "numCandles": 2}
BTC/USDT,2025-07-18 20:00:00,117924.84000,114976.71900,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 117924.84| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1492.0599890150952| "volatility_pct": 1.2652635263402479},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 118185.58| "avgVolume": 2826.0| "maxHigh": 120247.8| "minLow": 114723.16| "priceRange": 5524.64| "volatility": 0.66| "numCandles": 39}
BTC/USDT,2025-07-20 00:00:00,117958.01000,115009.05975,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 117958.01| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1136.558132749135| "volatility_pct": 0.9635277271540399},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 118206.07| "avgVolume": 3167.0| "maxHigh": 120247.8| "minLow": 114723.16| "priceRange": 5524.64| "volatility": 0.73| "numCandles": 32}
BTC/USDT,2025-07-20 04:00:00,118029.49000,115078.75275,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 118029.49| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1088.0418375527684| "volatility_pct": 0.9218389722371658},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 118214.07| "avgVolume": 3230.0| "maxHigh": 120247.8| "minLow": 114723.16| "priceRange": 5524.64| "volatility": 0.74| "numCandles": 31}
BTC/USDT,2025-07-21 20:00:00,117380.36000,114445.85100,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 117380.36| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1236.8493840965266| "volatility_pct": 1.0537106753604493},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 118024.59| "avgVolume": 2821.0| "maxHigh": 120247.8| "minLow": 114313.13| "priceRange": 5934.67| "volatility": 0.58| "numCandles": 62}
BTC/USDT,2025-07-22 04:00:00,117983.68000,115034.08800,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 117983.68| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1333.1975811852712| "volatility_pct": 1.1299847412669883},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 118375.22| "avgVolume": 3557.0| "maxHigh": 120247.8| "minLow": 114723.16| "priceRange": 5524.64| "volatility": 0.74| "numCandles": 19}
BTC/USDT,2025-07-25 08:00:00,116543.58000,119457.16950,LONG,{"spread": 0.0| "bid_depth": 100000| "ask_depth": 90000| "imbalance": 1.1},{"24h_vol": 500000000| "vwap": 116543.58| "funding": 0.0001| "quality": 60| "condition": "TRENDING"},{"atr": 1413.931864603095| "volatility_pct": 1.213221581663353},{"funding_rate": "neutral"| "open_interest": "high"},{},{"avgPrice": 117688.21| "avgVolume": 2206.0| "maxHigh": 119540.01| "minLow": 114908.0| "priceRange": 4632.01| "volatility": 0.41| "numCandles": 15}
